,Id,Target,abastaguadentro,abastaguano,area1,area2,cielorazo,computer,dis-max,dis-min,dis-range_,dis-sum,elimbasu1,elimbasu2,elimbasu3,elimbasu4,energcocinar1,energcocinar2,energcocinar3,energcocinar4,epared1,epared2,epared3,estadocivil1-max,estadocivil2-max,estadocivil2-range_,estadocivil3-max,estadocivil3-min,estadocivil3-range_,estadocivil4-max,estadocivil4-min,estadocivil4-range_,estadocivil5-max,estadocivil5-range_,estadocivil5-sum,estadocivil6-max,estadocivil6-min,estadocivil6-range_,estadocivil7-max,estadocivil7-range_,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,hacapo,hacdor,hogar_mayor,idhogar,instlevel1-max,instlevel1-min,instlevel2-max,instlevel2-min,instlevel2-range_,instlevel3-max,instlevel3-min,instlevel3-range_,instlevel4-max,instlevel4-min,instlevel4-range_,instlevel5-max,instlevel5-sum,instlevel7-max,instlevel7-sum,instlevel8-max,instlevel8-min,instlevel8-range_,instlevel9-max,instlevel9-range_,lugar1,lugar3,lugar4,lugar5,male-min,mobilephone-min,noelec,paredblolad,pareddes,paredfibras,paredmad,paredpreb,paredzinc,paredzocalo,parentesco2-max,parentesco3-max,parentesco4-max,parentesco6-max,pisocemento,pisomadera,pisomoscer,pisonatur,pisonotiene,refrig,sanitario2,sanitario3,sanitario5,techocane,television,tipovivi2,tipovivi4,tipovivi5,v14a,v18q-min,v2a1-missing,age-max,age-min,age-range_,age-std,age-sum,bedrooms,dependency,edjefa,edjefe,escolari-max,escolari-min,escolari-range_,escolari-std,escolari-sum,estadocivil1-sum,estadocivil7-sum,hhsize-diff,hogar_adul,hogar_nin,instlevel1-sum,instlevel2-sum,instlevel3-sum,instlevel4-sum,instlevel8-sum,meaneduc,overcrowding,parentesco11-sum,parentesco3-sum,parentesco4-sum,parentesco6-sum,phones-per-capita,qmobilephone,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,rent-per-capita,rez_esc-max,rooms,rooms-per-capita,tablets-per-capita,tamviv,v18q-sum,v18q1,v2a1
10,ID_848b0fdf1,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3e16fab89,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,False,41,20,21,11.846237095944574,101,1,0.0,0,6,13,6,7,3.7859388972001824,31,0,0,0,3,0,0,0,1,0,1,10.333333,3.0,0,1,0,0,1.0,3,0,2,2,0,1,1,0,3,3,33333.333333333336,0.0,1,0.3333333333333333,0.0,3,0,0.0,100000.0
11,ID_e5cdba865,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1e84a2ac8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,False,44,44,0,0.0,44,2,0.0,0,15,15,15,0,0.0,15,0,1,0,1,0,0,0,0,0,1,15.0,0.5,0,0,0,0,2.0,2,0,1,1,0,0,0,0,1,1,0.0,0.0,5,5.0,0.0,1,0,0.0,0.0
12,ID_e18530139,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,759df0194,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,False,69,33,36,19.08751773629388,164,2,0.5,0,6,8,6,2,1.1547005383792517,20,0,1,0,3,0,0,0,2,1,0,6.666666499999999,1.5,0,1,0,0,1.0,3,0,2,2,0,1,1,0,3,3,40000.0,0.0,4,1.3333333333333333,0.3333333333333333,3,3,1.0,120000.0
13,ID_96b1fbc81,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,f2fcf00fd,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,False,35,28,7,4.949747468305833,63,2,0.0,0,8,11,8,3,2.1213203435596424,19,0,0,0,2,0,0,0,0,1,0,9.5,1.0,0,0,0,0,1.0,2,0,1,1,0,1,1,0,2,2,50000.0,0.0,5,2.5,0.0,2,0,0.0,100000.0
14,ID_be1c0c929,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,cb6bb28dd,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,False,56,19,37,16.1245154965971,185,3,0.25,0,11,11,0,11,4.43846820423443,21,0,3,0,4,1,1,2,1,0,0,5.25,1.6666666,0,1,2,0,0.6,3,0,4,4,0,1,1,0,5,5,0.0,0.0,5,1.0,0.0,5,0,0.0,0.0
15,ID_e73a7a162,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,cbf24a06c,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,False,37,15,22,12.423096769056151,88,2,0.5,0,8,8,6,2,1.1547005383792517,22,0,1,0,2,1,0,0,1,2,0,7.0,1.5,0,1,0,0,0.6666666666666666,2,0,2,2,0,1,1,0,3,3,26666.66666666667,0.0,4,1.3333333333333333,0.0,3,0,0.0,80000.0
16,ID_488b8ac27,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,922a1f87a,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,False,44,24,20,14.142135623730953,68,2,0.0,9,0,13,9,4,2.8284271247461903,22,0,1,0,2,0,0,0,0,1,1,11.0,1.0,0,1,0,0,1.0,2,0,1,1,0,1,1,0,2,2,45000.0,0.0,5,2.5,0.5,2,2,1.0,90000.0
17,ID_451a7e35a,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,a57a1f2f4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,False,76,15,61,30.51229260478471,135,3,2.0,15,0,16,8,8,4.358898943540674,39,0,1,0,2,1,0,0,0,1,2,15.5,1.0,0,1,0,1,1.0,3,0,2,2,0,1,1,0,3,3,0.0,0.0,8,2.6666666666666665,0.3333333333333333,3,3,1.0,0.0
18,ID_feda408ee,4,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,9b084b23d,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,False,94,69,25,17.677669529663692,163,2,8.0,0,17,17,3,14,9.899494936611664,20,0,0,0,2,0,0,1,0,0,1,10.0,1.0,0,0,0,0,0.5,1,0,1,1,0,1,1,0,2,2,0.0,0.0,4,2.0,0.0,2,0,0.0,0.0
19,ID_340865cda,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6ddd55b3e,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,False,48,8,40,22.27853974867593,101,2,0.5,0,11,16,2,14,7.094598884597588,29,1,0,0,2,1,0,1,0,0,1,13.5,1.5,0,1,0,0,0.6666666666666666,2,0,1,1,1,1,2,1,2,3,0.0,0.0,5,1.6666666666666667,0.3333333333333333,3,3,1.0,0.0
20,ID_be0fdb30f,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,652a7ffa0,0,0,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,False,44,8,36,18.654758106177628,108,2,1.0,0,11,11,2,9,4.242640687119285,32,1,1,0,2,2,0,1,0,1,0,11.0,2.0,0,2,0,0,0.5,2,0,1,1,1,2,3,1,3,4,30000.0,0.0,5,1.25,0.0,4,0,0.0,120000.0
21,ID_39794350a,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,b9d64d752,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,False,37,10,27,14.491376746189436,96,3,1.0,7,0,11,2,9,3.6968455021364717,26,0,2,0,2,2,0,1,1,1,0,9.0,1.3333334,0,2,0,0,0.5,2,1,1,2,0,2,2,1,3,4,42000.0,1.0,5,1.25,0.0,4,0,0.0,168000.0
22,ID_a0fb0a5c4,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,09a26c158,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,71,71,0,0.0,71,1,8.0,0,7,7,7,0,0.0,7,0,1,0,1,0,0,0,0,1,0,7.0,1.0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,1,1,40000.0,0.0,1,1.0,0.0,1,0,0.0,40000.0
23,ID_b00eafd98,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,e2f9717d3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,False,30,29,1,0.7071067811865476,59,1,0.0,14,0,14,6,8,5.656854249492381,20,0,0,0,2,0,0,0,1,0,1,10.0,2.0,0,0,0,0,1.0,2,0,1,1,0,1,1,0,2,2,77500.0,0.0,3,1.5,0.0,2,0,0.0,155000.0
24,ID_1db0ed392,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,65d20b573,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,False,70,26,44,22.368132093076824,151,3,0.5,14,0,14,11,3,1.7320508075688772,39,0,1,0,3,0,0,0,0,0,2,13.0,1.0,0,1,0,0,1.0,3,0,2,2,0,1,1,0,3,3,0.0,0.0,6,2.0,0.6666666666666666,3,3,2.0,0.0
25,ID_6e9d356d7,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,d9281c805,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,False,71,71,0,0.0,71,3,8.0,9,0,9,9,0,0.0,9,0,0,0,1,0,0,0,0,1,0,9.0,0.33333334,0,0,0,0,1.0,1,0,0,0,0,1,1,0,1,1,0.0,0.0,6,6.0,0.0,1,0,0.0,0.0
26,ID_b8802d92d,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,5f7699c70,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,False,60,1,59,22.532199182503252,131,2,0.66666669,0,9,9,0,9,3.9749213828703582,32,1,2,0,3,2,1,1,0,3,0,9.0,2.5,0,2,0,0,1.0,5,1,1,2,1,2,3,2,3,5,40000.0,0.0,3,0.6,0.0,5,0,0.0,200000.0
27,ID_8d1510a53,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,a0a822586,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,False,74,7,67,27.45299012251064,166,2,1.0,0,15,15,0,15,7.14142842854285,42,1,1,0,3,1,1,0,0,0,2,14.0,2.0,0,1,0,0,0.5,2,1,1,2,0,2,2,1,3,4,0.0,0.0,6,1.5,0.0,4,0,0.0,0.0
28,ID_4f75bf2e4,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,b2ceb3e5c,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,False,57,17,40,20.07485989988473,114,3,0.5,0,16,17,10,7,3.7859388972001824,43,0,1,0,2,1,0,0,0,1,2,16.5,1.0,0,1,0,0,1.3333333333333333,4,0,1,1,0,2,2,0,3,3,116666.66666666669,0.0,6,2.0,1.0,3,3,3.0,350000.0
29,ID_32e57e6be,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,69bfa2895,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,False,44,8,36,19.974984355438174,93,3,0.5,14,0,14,1,13,7.505553499465135,29,1,0,0,2,1,0,1,0,0,2,14.0,1.0,0,1,0,0,0.6666666666666666,2,1,1,2,0,1,1,1,2,3,90000.0,0.0,6,2.0,0.0,3,0,0.0,270000.0
30,ID_202c0a339,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,bcc196e5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,False,60,29,31,17.349351572897472,120,4,0.0,13,0,15,13,2,1.1547005383792517,43,0,2,0,3,0,0,0,0,0,3,14.333332999999998,0.75,0,2,0,0,1.0,3,0,1,1,0,2,2,0,3,3,100000.0,0.0,7,2.333333333333333,0.3333333333333333,3,3,1.0,300000.0
31,ID_7855a5880,4,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,fca2c4361,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,False,70,42,28,15.373136743466942,179,3,2.0,0,6,11,6,5,2.8867513459481287,28,0,1,0,3,0,0,0,1,0,0,9.333333,1.0,0,1,0,0,0.6666666666666666,2,0,2,2,0,1,1,0,3,3,83333.33333333331,0.0,5,1.6666666666666667,0.0,3,0,0.0,250000.0
